"X","Symbol","Synonym.Symbol","Scientific.Name.with.Author","Common.Name","Family","Accepted_ID","Accepted_Name","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
82735,"SPEX",NA,"Spermacoce exilis (L.O. Williams) C. Adams","Pacific false buttonweed","Rubiaceae",NA,NA,NA,NA,NA
82771,"SPFL4",NA,"Spermacoce floridana Urb.","Florida false buttonweed","Rubiaceae","766782-1","Spermacoce keyensis","Species","Spermacoce keyensis","766782-1"
82798,"SPGL2",NA,"Spermacoce glabra Michx.","smooth false buttonweed","Rubiaceae","241423-2","Spermacoce glabra","Species","Spermacoce glabra","241423-2"
82915,"SPLA11",NA,"Spermacoce latifolia Aubl.","oval-leaf false buttonweed","Rubiaceae","766800-1","Spermacoce latifolia","Species","Spermacoce latifolia","766800-1"
83034,"SPOV3",NA,"Spermacoce ovalifolia (M. Martens & Galeotti) Hemsl.","broadleaf false buttonweed","Rubiaceae","766868-1","Spermacoce ovalifolia","Species","Spermacoce ovalifolia","766868-1"
83089,"SPPR4",NA,"Spermacoce prostrata Aubl.","prostrate false buttonweed","Rubiaceae","766900-1","Spermacoce prostrata","Species","Spermacoce prostrata","766900-1"
83161,"SPSI4",NA,"Spermacoce sintenisii (Urb.) Alain","West Indian false buttonweed","Rubiaceae","941971-1","Spermacoce brachysepala","Species","Spermacoce brachysepala","941971-1"
83203,"SPTE",NA,"Spermacoce tenuior L.","slender false buttonweed","Rubiaceae","241474-2","Spermacoce tenuior","Species","Spermacoce tenuior","241474-2"
83220,"SPTE6",NA,"Spermacoce tetraquetra A. Rich.","pineland false buttonweed","Rubiaceae","767016-1","Spermacoce tetraquetra","Species","Spermacoce tetraquetra","767016-1"
83223,"SPTE8",NA,"Spermacoce terminalis (Small) Kartesz & Gandhi","Everglades Key false buttonweed","Rubiaceae","993680-1","Spermacoce neoterminalis","Species","Spermacoce neoterminalis","993680-1"
83270,"SPVE2",NA,"Spermacoce verticillata L.","shrubby false buttonweed","Rubiaceae","767031-1","Spermacoce verticillata","Species","Spermacoce verticillata","767031-1"
83475,"STBU4",NA,"Stenaria butterwickiae (Terrell) Terrell","Butterwick's starviolet","Rubiaceae","1059649-2","Stenaria butterwickiae","Species","Stenaria butterwickiae","1059649-2"
83639,"STEM4",NA,"Strophanthus eminii Asch. & Pax ex Pax","Emin's strophanthus","Apocynaceae","81881-1","Strophanthus eminii","Species","Strophanthus eminii","81881-1"
83644,"STENA3",NA,"Stenaria Raf. ex Steud.","diamond-flowers","Rubiaceae",NA,NA,NA,NA,NA
83749,"STGR11",NA,"Strophanthus gratus (Wall. & Hook. ex Benth.) Baill. [excluded]","ouabain","Apocynaceae","81895-1","Strophanthus gratus","Species","Strophanthus gratus","81895-1"
83781,"STHI5",NA,"Strophanthus hispidus A. DC.","hispid strophanthus","Apocynaceae","81900-1","Strophanthus hispidus","Species","Strophanthus hispidus","81900-1"
83851,"STKO",NA,"Strophanthus kombe Oliv.","kombe arrow poison","Apocynaceae","81909-1","Strophanthus kombe","Species","Strophanthus kombe","81909-1"
83965,"STMA4",NA,"Strumpfia maritima Jacq.","pride of Big Pine","Rubiaceae","767228-1","Strumpfia maritima","Species","Strumpfia maritima","767228-1"
84033,"STMU4",NA,"Stenaria mullerae (Fosberg) Terrell","Muller's diamond-flowers","Rubiaceae","1052996-2","Stenaria mullerae","Species","Stenaria mullerae","1052996-2"
84034,"STMUM",NA,"Stenaria mullerae (Fosberg) Terrell var. mullerae","Muller's starviolet","Rubiaceae","77169614-1","Stenaria mullerae var. mullerae","Variety","Stenaria mullerae","1052996-2"
84037,"STMUP",NA,"Stenaria mullerae (Fosberg) Terrell var. pooleana (B.L. Turner) Terrell","Poole's starviolet","Rubiaceae","1006172-2","Stenaria mullerae var. pooleana","Variety","Stenaria mullerae","1052996-2"
84048,"STNI6",NA,"Stenaria nigricans (Lam.) Terrell","diamond-flowers","Rubiaceae","1059364-2","Stenaria nigricans","Species","Stenaria nigricans","1059364-2"
84049,"STNIF",NA,"Stenaria nigricans (Lam.) Terrell var. floridana (Standl.) Terrell","Florida diamondflowers","Rubiaceae","1214669-2","Stenaria nigricans var. floridana","Variety","Stenaria nigricans","1059364-2"
84054,"STNIG",NA,"Stenaria nigricans (Lam.) Terrell var. gypsophila (B.L. Turner) Terrell","diamond-flowers","Rubiaceae","1113231-2","Stenaria nigricans var. gypsophila","Variety","Stenaria nigricans","1059364-2"
84055,"STNIN",NA,"Stenaria nigricans (Lam.) Terrell var. nigricans","diamondflowers","Rubiaceae","77171903-1","Stenaria nigricans var. nigricans","Variety","Stenaria nigricans","1059364-2"
84231,"STPR6",NA,"Strophanthus preussii Engl. & Pax ex Pax","Preuss' strophanthus","Apocynaceae","81938-1","Strophanthus preussii","Species","Strophanthus preussii","81938-1"
84292,"STROP4",NA,"Strophanthus DC.","strophanthus","Apocynaceae","2582-1","Strophanthus","Genus",NA,NA
84304,"STRU9",NA,"Stenaria rupicola (Greenm.) Terrell","smallflower starviolet","Rubiaceae","1181494-2","Stenaria rupicola","Species","Stenaria rupicola","1181494-2"
84312,"STRUM",NA,"Strumpfia Jacq.","strumpfia","Rubiaceae","35412-1","Strumpfia","Genus",NA,NA
84324,"STSA7",NA,"Strophanthus sarmentosus DC.","strophanthus","Apocynaceae","81945-1","Strophanthus sarmentosus","Species","Strophanthus sarmentosus","81945-1"
84449,"STTH4",NA,"Strophanthus thollonii Franchet","Thollon's strophanthus","Apocynaceae","81960-1","Strophanthus thollonii","Species","Strophanthus thollonii","81960-1"
85526,"TAAL4",NA,"Tabernaemontana alba Mill.","white milkwood","Apocynaceae","81985-1","Tabernaemontana alba","Species","Tabernaemontana alba","81985-1"
85538,"TAAU3",NA,"Tabernaemontana aurantiaca Gaudich.","orange milkwood","Apocynaceae","82013-1","Tabernaemontana aurantiaca","Species","Tabernaemontana aurantiaca","82013-1"
85553,"TABER",NA,"Tabernaemontana L.","milkwood","Apocynaceae","328993-2","Tabernaemontana","Genus",NA,NA
85595,"TACI",NA,"Tabernaemontana citrifolia L.","milkwood","Apocynaceae","82055-1","Tabernaemontana citrifolia","Species","Tabernaemontana citrifolia","82055-1"
85613,"TADI5",NA,"Tabernaemontana divaricata (L.) R. Br. ex Roem. & Schult.","pinwheelflower","Apocynaceae","82097-1","Tabernaemontana divaricata","Species","Tabernaemontana divaricata","82097-1"
86618,"THEVE",NA,"Thevetia Adans.","thevetia","Apocynaceae","60436653-2","Cerbera","Genus",NA,NA
86964,"THPE3",NA,"Thevetia peruviana (Pers.) K. Schum.","luckynut","Apocynaceae","47927-2","Cascabela thevetia","Species","Cascabela thevetia","47927-2"
87211,"THTH3",NA,"Thevetia thevetioides (Kunth) Schum.","thevetia","Apocynaceae","47928-2","Cascabela thevetioides","Species","Cascabela thevetioides","47928-2"
87340,"TICO7",NA,"Timonius corymbosus Valeton","flat-topped timonius","Rubiaceae","767737-1","Timonius corymbosus","Species","Timonius corymbosus","767737-1"
87346,"TICOC3",NA,"Timonius corymbosus Valeton var. corymbosus","flat-topped timonius","Rubiaceae","77172038-1","Timonius corymbosus var. corymbosus","Variety","Timonius corymbosus","767737-1"
87347,"TICOT",NA,"Timonius corymbosus Valeton var. takamatsui Fosberg & Sachet","flat-topped timonius","Rubiaceae","950227-1","Timonius corymbosus var. takamatsui","Variety","Timonius corymbosus","767737-1"
87389,"TIKO",NA,"Timonius korrensis Kaneh.","Koror timonius","Rubiaceae","767780-1","Timonius korrensis","Species","Timonius korrensis","767780-1"
87415,"TIMO4",NA,"Timonius mollis Valeton","soft timonius","Rubiaceae","767803-1","Timonius mollis","Species","Timonius mollis","767803-1"
87416,"TIMOM",NA,"Timonius mollis Valeton var. mollis","soft timonius","Rubiaceae","77170224-1","Timonius mollis var. mollis","Variety","Timonius mollis","767803-1"
87418,"TIMOS",NA,"Timonius mollis Valeton var. submollis Fosberg & Sachet","soft timonius","Rubiaceae","950228-1","Timonius mollis var. submollis","Variety","Timonius mollis","767803-1"
87419,"TIMOV",NA,"Timonius mollis Valeton var. villosissimus (Kaneh.) Fosberg & Sachet","soft timonius","Rubiaceae","954189-1","Timonius mollis var. villosissimus","Variety","Timonius mollis","767803-1"
87455,"TISA",NA,"Timonius salsedoi Fosberg & Sachet","Salsedo's timonius","Rubiaceae","934222-1","Timonius salsedoi","Species","Timonius salsedoi","934222-1"
87463,"TISU3",NA,"Timonius subauritus Valeton","eared timonius","Rubiaceae","767874-1","Timonius subauritus","Species","Timonius subauritus","767874-1"
87464,"TISUS",NA,"Timonius subauritus Valeton var. strigosus Fosberg & Sachet","eared timonius","Rubiaceae","950229-1","Timonius subauritus var. strigosus","Variety","Timonius subauritus","767874-1"
87465,"TISUS2",NA,"Timonius subauritus Valeton var. subauritus","eared timonius","Rubiaceae","77172198-1","Timonius subauritus var. subauritus","Variety","Timonius subauritus","767874-1"
87470,"TITI",NA,"Timonius timon (Spreng.) Merr.","liberal","Rubiaceae","767880-1","Timonius timon","Species","Timonius timon","767880-1"
87846,"TRACH",NA,"Trachelospermum Lem.","trachelospermum","Apocynaceae","2604-1","Trachelospermum","Genus",NA,NA
88253,"TRDI",NA,"Trachelospermum difforme (Walter) A. Gray","climbing dogbane","Apocynaceae","252920-2","Thyrsanthella difformis","Species","Thyrsanthella difformis","252920-2"
88602,"TRJA",NA,"Trachelospermum jasminoides (Lindl.) Lem.","confederate jasmine","Apocynaceae","82553-1","Trachelospermum jasminoides","Species","Trachelospermum jasminoides","82553-1"
89690,"UNCAR",NA,"Uncaria Schreb.","uncaria","Rubiaceae","327895-2","Uncaria","Genus",NA,NA
89692,"UNGA",NA,"Uncaria gambir (Hunter) Roxb.","gambir","Rubiaceae","60458896-2","Uncaria gambir","Species","Uncaria gambir","60458896-2"
89696,"UNLA",NA,"Uncaria lanosa Wall.","woolly uncaria","Rubiaceae","768270-1","Uncaria lanosa","Species","Uncaria lanosa","768270-1"
89697,"UNLAK",NA,"Uncaria lanosa Wall. var. korrensis (Kaneh.) Ridsdale","derikel","Rubiaceae","890712-1","Uncaria lanosa var. korrensis","Variety","Uncaria lanosa","768270-1"
90061,"VAAN3",NA,"Vallesia antillana Woodson","tearshrub","Apocynaceae","262478-2","Vallesia antillana","Species","Vallesia antillana","262478-2"
90216,"VAGL2",NA,"Vallesia glabra (Cav.) Link","pearlberry","Apocynaceae","82668-1","Vallesia glabra","Species","Vallesia glabra","82668-1"
90242,"VALLE",NA,"Vallesia Ruiz & Pav.","vallesia","Apocynaceae","2617-1","Vallesia","Genus",NA,NA
90253,"VAMA5",NA,"Vangueria madagascariensis J.F. Gmel.","voa vanga","Rubiaceae","769766-1","Vangueria madagascariensis","Species","Vangueria madagascariensis","769766-1"
90278,"VANGU",NA,"Vangueria Comm. ex Juss.","vangueria","Rubiaceae","35502-1","Vangueria","Genus",NA,NA
91336,"VIHE3",NA,"Vinca herbacea Waldst. & Kit.","herbaceous periwinkle","Apocynaceae","82691-1","Vinca herbacea","Species","Vinca herbacea","82691-1"
91438,"VIMA",NA,"Vinca major L.","bigleaf periwinkle","Apocynaceae","82697-1","Vinca major","Species","Vinca major","82697-1"
91461,"VIMI2",NA,"Vinca minor L.","common periwinkle","Apocynaceae","82701-1","Vinca minor","Species","Vinca minor","82701-1"
91497,"VINCA",NA,"Vinca L.","periwinkle","Apocynaceae","2619-1","Vinca","Genus",NA,NA
