,taxa,AntiMal_Metabolites,AntiBac_Metabolites,antimal_snippet,antibac_snippet,Source
16062,Pagamea pilosa,,,"""[]""","""[]""",KNApSAcK
16063,Pagamea plicata,,,"""[]""","""[]""",KNApSAcK
16064,Pagamea plicata var. glabrescens,,,"""[]""","""[]""",KNApSAcK
16065,Pagamea plicata var. plicata,,,"""[]""","""[]""",KNApSAcK
16066,Pagamea plicatiformis,,,"""[]""","""[]""",KNApSAcK
16067,Pagamea puberula,,,"""[]""","""[]""",KNApSAcK
16068,Pagamea sessiliflora,,,"""[]""","""[]""",KNApSAcK
16069,Pagamea spruceana,,,"""[]""","""[]""",KNApSAcK
16070,Pagamea standleyana,,,"""[]""","""[]""",KNApSAcK
16071,Pagamea thyrsiflora,,,"""[]""","""[]""",KNApSAcK
16072,Pagamea velutina,,,"""[]""","""[]""",KNApSAcK
16073,Pagameopsis garryoides,,,"""[]""","""[]""",KNApSAcK
16074,Pagameopsis maguirei,,,"""[]""","""[]""",KNApSAcK
16075,Palicourea abbreviata,,,"""[]""","""[]""",KNApSAcK
16076,Palicourea acanthacea,,,"""[]""","""[]""",KNApSAcK
16077,Palicourea acetosoides,,,"""[]""","""[]""",KNApSAcK
16078,Palicourea acicularis,,,"""[]""","""[]""",KNApSAcK
16079,Palicourea acuminata,,,"""[]""","""[]""",KNApSAcK
16080,Palicourea adderleyi,,,"""[]""","""[]""",KNApSAcK
16081,Palicourea adenophora,,,"""[]""","""[]""",KNApSAcK
16082,Palicourea adpressipilis,,,"""[]""","""[]""",KNApSAcK
16083,Palicourea adusta,,,"""[]""","""[]""",KNApSAcK
16084,Palicourea aeneofusca,,,"""[]""","""[]""",KNApSAcK
16085,Palicourea aetantha,,,"""[]""","""[]""",KNApSAcK
16086,Palicourea affinis,,,"""[]""","""[]""",KNApSAcK
16087,Palicourea agnata,,,"""[]""","""[]""",KNApSAcK
16088,Palicourea agudeloana,,,"""[]""","""[]""",KNApSAcK
16089,Palicourea alagoana,,,"""[]""","""[]""",KNApSAcK
16090,Palicourea alajuelensis,,,"""[]""","""[]""",KNApSAcK
16091,Palicourea alba,,,"""[]""","""[]""",KNApSAcK
16092,Palicourea albaniana,,,"""[]""","""[]""",KNApSAcK
16093,Palicourea albert-smithii,,,"""[]""","""[]""",KNApSAcK
16094,Palicourea albiflora,,,"""[]""","""[]""",KNApSAcK
16095,Palicourea albocaerulea,,,"""[]""","""[]""",KNApSAcK
16096,Palicourea allenii,,,"""[]""","""[]""",KNApSAcK
16097,Palicourea alloantha,,,"""[]""","""[]""",KNApSAcK
16098,Palicourea alpina,,,"""[]""","""[]""",KNApSAcK
16099,Palicourea amapaensis,,,"""[]""","""[]""",KNApSAcK
16100,Palicourea amethystina,,,"""[]""","""[]""",KNApSAcK
16101,Palicourea amita,,,"""[]""","""[]""",KNApSAcK
16102,Palicourea amorimii,,,"""[]""","""[]""",KNApSAcK
16103,Palicourea amplectens,,,"""[]""","""[]""",KNApSAcK
16104,Palicourea amplissima,,,"""[]""","""[]""",KNApSAcK
16105,Palicourea anacardiifolia,,,"""[]""","""[]""",KNApSAcK
16106,Palicourea andaluciana,,,"""[]""","""[]""",KNApSAcK
16107,Palicourea anderssoniana,,,"""[]""","""[]""",KNApSAcK
16108,Palicourea andina,,,"""[]""","""[]""",KNApSAcK
16109,Palicourea andina subsp. andina,,,"""[]""","""[]""",KNApSAcK
16110,Palicourea andina subsp. panamensis,,,"""[]""","""[]""",KNApSAcK
16111,Palicourea andrei,,,"""[]""","""[]""",KNApSAcK
16112,Palicourea angustiflora,,,"""[]""","""[]""",KNApSAcK
16113,Palicourea angustifolia,,,"""[]""","""[]""",KNApSAcK
16114,Palicourea anianguana,,,"""[]""","""[]""",KNApSAcK
16115,Palicourea anisoloba,,,"""[]""","""[]""",KNApSAcK
16116,Palicourea anisopoda,,,"""[]""","""[]""",KNApSAcK
16117,Palicourea antioquiana,,,"""[]""","""[]""",KNApSAcK
16118,Palicourea antisanana,,,"""[]""","""[]""",KNApSAcK
16119,Palicourea apicata,,,"""[]""","""[]""",KNApSAcK
16120,Palicourea apiculata,,,"""[]""","""[]""",KNApSAcK
16121,Palicourea apoda,,,"""[]""","""[]""",KNApSAcK
16122,Palicourea araguana,,,"""[]""","""[]""",KNApSAcK
16123,Palicourea arenosa,,,"""[]""","""[]""",KNApSAcK
16124,Palicourea argentinensis,,,"""[]""","""[]""",KNApSAcK
16125,Palicourea aristei,,,"""[]""","""[]""",KNApSAcK
16126,Palicourea articulata,,,"""[]""","""[]""",KNApSAcK
16127,Palicourea aschersoniana,,,"""[]""","""[]""",KNApSAcK
16128,Palicourea aschersonianoides,,,"""[]""","""[]""",KNApSAcK
16129,Palicourea aschersonianula,,,"""[]""","""[]""",KNApSAcK
16130,Palicourea asplundii,,,"""[]""","""[]""",KNApSAcK
16131,Palicourea atlantica,,,"""[]""","""[]""",KNApSAcK
16132,Palicourea attenuata,,,"""[]""","""[]""",KNApSAcK
16133,Palicourea aurantiibractea,,,"""[]""","""[]""",KNApSAcK
16134,Palicourea aurantiosplendens,,,"""[]""","""[]""",KNApSAcK
16135,Palicourea australis,,,"""[]""","""[]""",KNApSAcK
16136,Palicourea awa,,,"""[]""","""[]""",KNApSAcK
16137,Palicourea axillaris,,,"""[]""","""[]""",KNApSAcK
16138,Palicourea ayangannensis,,,"""[]""","""[]""",KNApSAcK
16139,Palicourea azulina,,,"""[]""","""[]""",KNApSAcK
16140,Palicourea azurea,,,"""[]""","""[]""",KNApSAcK
16141,Palicourea bangii,,,"""[]""","""[]""",KNApSAcK
16142,Palicourea barnebyana,,,"""[]""","""[]""",KNApSAcK
16143,Palicourea barraensis,,,"""[]""","""[]""",KNApSAcK
16144,Palicourea beachiana,,,"""[]""","""[]""",KNApSAcK
16145,Palicourea bella,,,"""[]""","""[]""",KNApSAcK
16146,Palicourea bellula,,,"""[]""","""[]""",KNApSAcK
16147,Palicourea beltraniana,,,"""[]""","""[]""",KNApSAcK
16148,Palicourea berteroana,,,"""[]""","""[]""",KNApSAcK
16149,Palicourea bertieroides,,,"""[]""","""[]""",KNApSAcK
16150,Palicourea betancuriana,,,"""[]""","""[]""",KNApSAcK
16151,Palicourea blakei,,,"""[]""","""[]""",KNApSAcK
16152,Palicourea blanchetiana,,,"""[]""","""[]""",KNApSAcK
16153,Palicourea blepharophora,,,"""[]""","""[]""",KNApSAcK
16154,Palicourea bolivarensis,,,"""[]""","""[]""",KNApSAcK
16155,Palicourea boqueronensis,,,"""[]""","""[]""",KNApSAcK
16156,Palicourea boraginoides,,,"""[]""","""[]""",KNApSAcK
16157,Palicourea bostrychostachya,,,"""[]""","""[]""",KNApSAcK
16158,Palicourea bostrychothyrsus,,,"""[]""","""[]""",KNApSAcK
16159,Palicourea botryocephala,,,"""[]""","""[]""",KNApSAcK
16160,Palicourea boyacana,,,"""[]""","""[]""",KNApSAcK
16161,Palicourea boyanii,,,"""[]""","""[]""",KNApSAcK
16162,Palicourea brachiata,,,"""[]""","""[]""",KNApSAcK
16163,Palicourea brachyloba,,,"""[]""","""[]""",KNApSAcK
16164,Palicourea brachystigma,,,"""[]""","""[]""",KNApSAcK
16165,Palicourea bracteocardia,,,"""[]""","""[]""",KNApSAcK
16166,Palicourea bracteosa,,,"""[]""","""[]""",KNApSAcK
16167,Palicourea brasiliensis,,,"""[]""","""[]""",KNApSAcK
16168,Palicourea brazaoi,,,"""[]""","""[]""",KNApSAcK
16169,Palicourea breedlovei,,,"""[]""","""[]""",KNApSAcK
16170,Palicourea brenesii,,,"""[]""","""[]""",KNApSAcK
16171,Palicourea brevicollis,,,"""[]""","""[]""",KNApSAcK
16172,Palicourea buchtienii,,,"""[]""","""[]""",KNApSAcK
16173,Palicourea bullulata,,,"""[]""","""[]""",KNApSAcK
16174,Palicourea buntingii,,,"""[]""","""[]""",KNApSAcK
16175,Palicourea caerulea,,,"""[]""","""[]""",KNApSAcK
16176,Palicourea cairoana,,,"""[]""","""[]""",KNApSAcK
16177,Palicourea cajamarcana,,,"""[]""","""[]""",KNApSAcK
16178,Palicourea calantha,,,"""[]""","""[]""",KNApSAcK
16179,Palicourea calidicola,,,"""[]""","""[]""",KNApSAcK
16180,Palicourea callithrix,,,"""[]""","""[]""",KNApSAcK
16181,Palicourea caloneura,,,"""[]""","""[]""",KNApSAcK
16182,Palicourea calophlebia,,,"""[]""","""[]""",KNApSAcK
16183,Palicourea calophlebioides,,,"""[]""","""[]""",KNApSAcK
16184,Palicourea calophylla,,,"""[]""","""[]""",KNApSAcK
16185,Palicourea calothyrsus,,,"""[]""","""[]""",KNApSAcK
16186,Palicourea calycina,,,"""[]""","""[]""",KNApSAcK
16187,Palicourea campyloneura,,,"""[]""","""[]""",KNApSAcK
16188,Palicourea campyloneuroides,,,"""[]""","""[]""",KNApSAcK
16189,Palicourea campylopoda,,,"""[]""","""[]""",KNApSAcK
16190,Palicourea canaguensis,,,"""[]""","""[]""",KNApSAcK
16191,Palicourea canarina,,,"""[]""","""[]""",KNApSAcK
16192,Palicourea candelabrum,,,"""[]""","""[]""",KNApSAcK
16193,Palicourea candida,,,"""[]""","""[]""",KNApSAcK
16194,Palicourea canescens,,,"""[]""","""[]""",KNApSAcK
16195,Palicourea caquetensis,,,"""[]""","""[]""",KNApSAcK
16196,Palicourea cardiomorpha,,,"""[]""","""[]""",KNApSAcK
16197,Palicourea cardiomorpha subsp. cardiomorpha,,,"""[]""","""[]""",KNApSAcK
16198,Palicourea cardiomorpha subsp. perpusilla,,,"""[]""","""[]""",KNApSAcK
16199,Palicourea cardonae,,,"""[]""","""[]""",KNApSAcK
16200,Palicourea carnosocarpa,,,"""[]""","""[]""",KNApSAcK
16201,Palicourea casiquiaria,,,"""[]""","""[]""",KNApSAcK
16202,Palicourea caucana,,,"""[]""","""[]""",KNApSAcK
16203,Palicourea celiae,,,"""[]""","""[]""",KNApSAcK
16204,Palicourea cenepensis,,,"""[]""","""[]""",KNApSAcK
16205,Palicourea ceratantha,,,"""[]""","""[]""",KNApSAcK
16206,Palicourea ceratophora,,,"""[]""","""[]""",KNApSAcK
16207,Palicourea ceriantha,,,"""[]""","""[]""",KNApSAcK
16208,Palicourea ceronii,,,"""[]""","""[]""",KNApSAcK
16209,Palicourea cerronis,,,"""[]""","""[]""",KNApSAcK
16210,Palicourea chaponiana,,,"""[]""","""[]""",KNApSAcK
16211,Palicourea chaquirana,,,"""[]""","""[]""",KNApSAcK
16212,Palicourea charianthema,,,"""[]""","""[]""",KNApSAcK
16213,Palicourea chiapensis,,,"""[]""","""[]""",KNApSAcK
16214,Palicourea chignul,,,"""[]""","""[]""",KNApSAcK
16215,Palicourea chimboracensis,,,"""[]""","""[]""",KNApSAcK
16216,Palicourea chiriquiensis,,,"""[]""","""[]""",KNApSAcK
16217,Palicourea chiriquina,,,"""[]""","""[]""",KNApSAcK
16218,Palicourea chlorobotrya,,,"""[]""","""[]""",KNApSAcK
16219,Palicourea chocoana,,,"""[]""","""[]""",KNApSAcK
16220,Palicourea chrysocalymma,,,"""[]""","""[]""",KNApSAcK
16221,Palicourea chrysotricha,,,"""[]""","""[]""",KNApSAcK
16222,Palicourea clarkii,,,"""[]""","""[]""",KNApSAcK
16223,Palicourea cogolloi,,,"""[]""","""[]""",KNApSAcK
16224,Palicourea colorata,,,"""[]""","""[]""",KNApSAcK
16225,Palicourea comitis,,,"""[]""","""[]""",KNApSAcK
16226,Palicourea compta,,,"""[]""","""[]""",KNApSAcK
16227,Palicourea concinna,,,"""[]""","""[]""",KNApSAcK
16228,Palicourea condorcanquiana,,,"""[]""","""[]""",KNApSAcK
16229,Palicourea condorica,,,"""[]""","""[]""",KNApSAcK
16230,Palicourea conephoroides,,,"""[]""","""[]""",KNApSAcK
16231,Palicourea conferta,,,"""[]""","""[]""",KNApSAcK
16232,Palicourea consobrina,,,"""[]""","""[]""",KNApSAcK
16233,Palicourea coriacea,,,"""[]""","""[]""",KNApSAcK
16234,Palicourea corniculata,,,"""[]""","""[]""",KNApSAcK
16235,Palicourea cornigera,,,"""[]""","""[]""",KNApSAcK
16236,Palicourea correae,,,"""[]""","""[]""",KNApSAcK
16237,Palicourea corymbifera,,,"""[]""","""[]""",KNApSAcK
16238,Palicourea corymbosa,,,"""[]""","""[]""",KNApSAcK
16239,Palicourea costanensis,,,"""[]""","""[]""",KNApSAcK
16240,Palicourea costata,,,"""[]""","""[]""",KNApSAcK
16241,Palicourea costenorum,,,"""[]""","""[]""",KNApSAcK
16242,Palicourea costularia,,,"""[]""","""[]""",KNApSAcK
16243,Palicourea cotejensis,,,"""[]""","""[]""",KNApSAcK
16244,Palicourea coussareoides,,,"""[]""","""[]""",KNApSAcK
16245,Palicourea crassifolia,,,"""[]""","""[]""",KNApSAcK
16246,Palicourea croatii,,,"""[]""","""[]""",KNApSAcK
16247,Palicourea crocea,,,"""[]""","""[]""",KNApSAcK
16248,Palicourea croceoides,,,"""[]""","""[]""",KNApSAcK
16249,Palicourea croceovenosa,,,"""[]""","""[]""",KNApSAcK
16250,Palicourea crocochlamys,,,"""[]""","""[]""",KNApSAcK
16251,Palicourea crystallina,,,"""[]""","""[]""",KNApSAcK
16252,Palicourea ctenocalyx,,,"""[]""","""[]""",KNApSAcK
16253,Palicourea cuatrecasasii,,,"""[]""","""[]""",KNApSAcK
16254,Palicourea cuspidata,,,"""[]""","""[]""",KNApSAcK
16255,Palicourea cuspidata subsp. cuspidata,,,"""[]""","""[]""",KNApSAcK
16256,Palicourea cuspidata subsp. occidentalis,,,"""[]""","""[]""",KNApSAcK
16257,Palicourea cuspidulata,,,"""[]""","""[]""",KNApSAcK
16258,Palicourea cutucuana,,,"""[]""","""[]""",KNApSAcK
16259,Palicourea cyanantha,,,"""[]""","""[]""",KNApSAcK
16260,Palicourea cyanococca,,,"""[]""","""[]""",KNApSAcK
16261,Palicourea cymosa,,,"""[]""","""[]""",KNApSAcK
16262,Palicourea cypellantha,,,"""[]""","""[]""",KNApSAcK
16263,Palicourea danielis,,,"""[]""","""[]""",KNApSAcK
16264,Palicourea debilis,,,"""[]""","""[]""",KNApSAcK
16265,Palicourea decipiens,,,"""[]""","""[]""",KNApSAcK
16266,Palicourea deflexa,,,"""[]""","""[]""",KNApSAcK
16267,Palicourea demissa,,,"""[]""","""[]""",KNApSAcK
16268,Palicourea deneversii,,,"""[]""","""[]""",KNApSAcK
16269,Palicourea densa,,,"""[]""","""[]""",KNApSAcK
16270,Palicourea denslowiae,,,"""[]""","""[]""",KNApSAcK
16271,Palicourea deviae,,,"""[]""","""[]""",KNApSAcK
16272,Palicourea dichotoma,,,"""[]""","""[]""",KNApSAcK
16273,Palicourea dichroa,,,"""[]""","""[]""",KNApSAcK
16274,Palicourea didymocarpos,,,"""[]""","""[]""",KNApSAcK
16275,Palicourea diguana,,,"""[]""","""[]""",KNApSAcK
16276,Palicourea diminuta,,,"""[]""","""[]""",KNApSAcK
16277,Palicourea dimorphandroides,,,"""[]""","""[]""",KNApSAcK
16278,Palicourea divaricata,,,"""[]""","""[]""",KNApSAcK
16279,Palicourea dives,,,"""[]""","""[]""",KNApSAcK
16280,Palicourea divisorana,,,"""[]""","""[]""",KNApSAcK
16281,Palicourea dodsoniana,,,"""[]""","""[]""",KNApSAcK
16282,Palicourea dolichantha,,,"""[]""","""[]""",KNApSAcK
16283,Palicourea domatiata,,,"""[]""","""[]""",KNApSAcK
16284,Palicourea domingensis,,,"""[]""","""[]""",KNApSAcK
16285,Palicourea dorantha,,,"""[]""","""[]""",KNApSAcK
16286,Palicourea drewiana,,,"""[]""","""[]""",KNApSAcK
16287,Palicourea duckei,,,"""[]""","""[]""",KNApSAcK
16288,Palicourea duidana,,,"""[]""","""[]""",KNApSAcK
16289,Palicourea dunstervilleorum,,,"""[]""","""[]""",KNApSAcK
16290,Palicourea duricoria,,,"""[]""","""[]""",KNApSAcK
16291,Palicourea eburnea,,,"""[]""","""[]""",KNApSAcK
16292,Palicourea eciliata,,,"""[]""","""[]""",KNApSAcK
16293,Palicourea effusa,,,"""[]""","""[]""",KNApSAcK
16294,Palicourea egensis,,,"""[]""","""[]""",KNApSAcK
16295,Palicourea egensis subsp. egensis,,,"""[]""","""[]""",KNApSAcK
16296,Palicourea egensis subsp. zuliana,,,"""[]""","""[]""",KNApSAcK
16297,Palicourea eggersii,,,"""[]""","""[]""",KNApSAcK
16298,Palicourea ekmanii,,,"""[]""","""[]""",KNApSAcK
16299,Palicourea elata,,,"""[]""","""[]""",KNApSAcK
16300,Palicourea embirensis,,,"""[]""","""[]""",KNApSAcK
16301,Palicourea eriantha,,,"""[]""","""[]""",KNApSAcK
16302,Palicourea ernestii,,,"""[]""","""[]""",KNApSAcK
16303,Palicourea erythrocephala,,,"""[]""","""[]""",KNApSAcK
16304,Palicourea eurycarpa,,,"""[]""","""[]""",KNApSAcK
16305,Palicourea everardii,,,"""[]""","""[]""",KNApSAcK
16306,Palicourea falcata,,,"""[]""","""[]""",KNApSAcK
16307,Palicourea fanshawei,,,"""[]""","""[]""",KNApSAcK
16308,Palicourea farameoides,,,"""[]""","""[]""",KNApSAcK
16309,Palicourea fastigiata,,,"""[]""","""[]""",KNApSAcK
16310,Palicourea faxlucens,,,"""[]""","""[]""",KNApSAcK
16311,Palicourea fissistipula,,,"""[]""","""[]""",KNApSAcK
16312,Palicourea flagellata,,,"""[]""","""[]""",KNApSAcK
16313,Palicourea flagellifera,,,"""[]""","""[]""",KNApSAcK
16314,Palicourea flavescens,,,"""[]""","""[]""",KNApSAcK
16315,Palicourea flaviflora,,,"""[]""","""[]""",KNApSAcK
16316,Palicourea flavifolia,,,"""[]""","""[]""",KNApSAcK
16317,Palicourea flexiramea,,,"""[]""","""[]""",KNApSAcK
16318,Palicourea flexuosa,,,"""[]""","""[]""",KNApSAcK
16319,Palicourea foldatsii,,,"""[]""","""[]""",KNApSAcK
16320,Palicourea foreroi,,,"""[]""","""[]""",KNApSAcK
16321,Palicourea formosa,,,"""[]""","""[]""",KNApSAcK
16322,Palicourea formosissima,,,"""[]""","""[]""",KNApSAcK
16323,Palicourea forsteronioides,,,"""[]""","""[]""",KNApSAcK
16324,Palicourea fosbergii,,,"""[]""","""[]""",KNApSAcK
16325,Palicourea frontinoensis,,,"""[]""","""[]""",KNApSAcK
16326,Palicourea fuchsioides,,,"""[]""","""[]""",KNApSAcK
16327,Palicourea fulgens,,,"""[]""","""[]""",KNApSAcK
16328,Palicourea fusiformis,,,"""[]""","""[]""",KNApSAcK
16329,Palicourea gachetaensis,,,"""[]""","""[]""",KNApSAcK
16330,Palicourea gaertneroides,,,"""[]""","""[]""",KNApSAcK
16331,Palicourea gaitalensis,,,"""[]""","""[]""",KNApSAcK
16332,Palicourea galeottiana,,,"""[]""","""[]""",KNApSAcK
16333,Palicourea galerasana,,,"""[]""","""[]""",KNApSAcK
16334,Palicourea garciae,,,"""[]""","""[]""",KNApSAcK
16335,Palicourea garcioides,,,"""[]""","""[]""",KNApSAcK
16336,Palicourea gardenioides,,,"""[]""","""[]""",KNApSAcK
16337,Palicourea gelsemiiflora,,,"""[]""","""[]""",KNApSAcK
16338,Palicourea gemmiflora,,,"""[]""","""[]""",KNApSAcK
16339,Palicourea gentryi,,,"""[]""","""[]""",KNApSAcK
16340,Palicourea glabra,,,"""[]""","""[]""",KNApSAcK
16341,Palicourea glabriflora,,,"""[]""","""[]""",KNApSAcK
16342,Palicourea glandulicalyx,,,"""[]""","""[]""",KNApSAcK
16343,Palicourea glandulifera,,,"""[]""","""[]""",KNApSAcK
16344,Palicourea glomerulata,,,"""[]""","""[]""",KNApSAcK
16345,Palicourea glutinosa,,,"""[]""","""[]""",KNApSAcK
16346,Palicourea goldmanii,,,"""[]""","""[]""",KNApSAcK
16347,Palicourea gomezii,,,"""[]""","""[]""",KNApSAcK
16348,Palicourea gonzalagunioides,,,"""[]""","""[]""",KNApSAcK
16349,Palicourea gonzaleziana,,,"""[]""","""[]""",KNApSAcK
16350,Palicourea goyazensis,,,"""[]""","""[]""",KNApSAcK
16351,Palicourea gracilenta,,,"""[]""","""[]""",KNApSAcK
16352,Palicourea grandiceps,,,"""[]""","""[]""",KNApSAcK
16353,Palicourea grandiflora,,,"""[]""","""[]""",KNApSAcK
16354,Palicourea grandifolia,,,"""[]""","""[]""",KNApSAcK
16355,Palicourea grandifructa,,,"""[]""","""[]""",KNApSAcK
16356,Palicourea grandistipula,,,"""[]""","""[]""",KNApSAcK
16357,Palicourea granvillei,,,"""[]""","""[]""",KNApSAcK
16358,Palicourea guaremalensis,,,"""[]""","""[]""",KNApSAcK
16359,Palicourea guianensis,,,"""[]""","""[]""",KNApSAcK
16360,Palicourea hammelii,,,"""[]""","""[]""",KNApSAcK
16361,Palicourea harlingii,,,"""[]""","""[]""",KNApSAcK
16362,Palicourea hazenii,,,"""[]""","""[]""",KNApSAcK
16363,Palicourea hazenii subsp. centroamericana,,,"""[]""","""[]""",KNApSAcK
16364,Palicourea hazenii subsp. hazenii,,,"""[]""","""[]""",KNApSAcK
16365,Palicourea hebeclada,,,"""[]""","""[]""",KNApSAcK
16366,Palicourea hedyosmoides,,,"""[]""","""[]""",KNApSAcK
16367,Palicourea heilbornii,,,"""[]""","""[]""",KNApSAcK
16368,Palicourea hemicephaelis,,,"""[]""","""[]""",KNApSAcK
16369,Palicourea herrerae,,,"""[]""","""[]""",KNApSAcK
16370,Palicourea herzogii,,,"""[]""","""[]""",KNApSAcK
16371,Palicourea heterantha,,,"""[]""","""[]""",KNApSAcK
16372,Palicourea heterochroma,,,"""[]""","""[]""",KNApSAcK
16373,Palicourea heteroneura,,,"""[]""","""[]""",KNApSAcK
16374,Palicourea heydei,,,"""[]""","""[]""",KNApSAcK
16375,Palicourea hirta,,,"""[]""","""[]""",KNApSAcK
16376,Palicourea hoehnei,,,"""[]""","""[]""",KNApSAcK
16377,Palicourea hoffmannseggiana,,,"""[]""","""[]""",KNApSAcK
16378,Palicourea hollinensis,,,"""[]""","""[]""",KNApSAcK
16379,Palicourea holmgrenii,,,"""[]""","""[]""",KNApSAcK
16380,Palicourea hondensis,,,"""[]""","""[]""",KNApSAcK
16381,Palicourea hondurensis,,,"""[]""","""[]""",KNApSAcK
16382,Palicourea horquetensis,,,"""[]""","""[]""",KNApSAcK
16383,Palicourea hospitalis,,,"""[]""","""[]""",KNApSAcK
16384,Palicourea huallagana,,,"""[]""","""[]""",KNApSAcK
16385,Palicourea huampamiensis,,,"""[]""","""[]""",KNApSAcK
16386,Palicourea huantensis,,,"""[]""","""[]""",KNApSAcK
16387,Palicourea huberi,,,"""[]""","""[]""",KNApSAcK
16388,Palicourea humboldtiana,,,"""[]""","""[]""",KNApSAcK
16389,Palicourea hyalina,,,"""[]""","""[]""",KNApSAcK
16390,Palicourea hypochlorina,,,"""[]""","""[]""",KNApSAcK
16391,Palicourea hyptoides,,,"""[]""","""[]""",KNApSAcK
16392,Palicourea ianthina,,,"""[]""","""[]""",KNApSAcK
16393,Palicourea imbaburana,,,"""[]""","""[]""",KNApSAcK
16394,Palicourea imthurniana,,,"""[]""","""[]""",KNApSAcK
16395,Palicourea insignis,,,"""[]""","""[]""",KNApSAcK
16396,Palicourea iodotricha,,,"""[]""","""[]""",KNApSAcK
16397,Palicourea ionantha,,,"""[]""","""[]""",KNApSAcK
16398,Palicourea iquitoensis,,,"""[]""","""[]""",KNApSAcK
16399,Palicourea irwinii,,,"""[]""","""[]""",KNApSAcK
16400,Palicourea jahnii,,,"""[]""","""[]""",KNApSAcK
16401,Palicourea jambosioides,,,"""[]""","""[]""",KNApSAcK
16402,Palicourea jaramilloi,,,"""[]""","""[]""",KNApSAcK
16403,Palicourea jatun-sachensis,,,"""[]""","""[]""",KNApSAcK
16404,Palicourea jauaensis,,,"""[]""","""[]""",KNApSAcK
16405,Palicourea jelskii,,,"""[]""","""[]""",KNApSAcK
16406,Palicourea jenaro-herrerana,,,"""[]""","""[]""",KNApSAcK
16407,Palicourea jenmanii,,,"""[]""","""[]""",KNApSAcK
16408,Palicourea jervisei,,,"""[]""","""[]""",KNApSAcK
16409,Palicourea josephi,,,"""[]""","""[]""",KNApSAcK
16410,Palicourea juarezana,,,"""[]""","""[]""",KNApSAcK
16411,Palicourea jungiana,,,"""[]""","""[]""",KNApSAcK
16412,Palicourea juruana,,,"""[]""","""[]""",KNApSAcK
16413,Palicourea justiciifolia,,,"""[]""","""[]""",KNApSAcK
16414,Palicourea justicioides,,,"""[]""","""[]""",KNApSAcK
16415,Palicourea kahirica,,,"""[]""","""[]""",KNApSAcK
16416,Palicourea kaieteurensis,,,"""[]""","""[]""",KNApSAcK
16417,Palicourea kanehirae,,,"""[]""","""[]""",KNApSAcK
16418,Palicourea kerasocarpa,,,"""[]""","""[]""",KNApSAcK
16419,Palicourea killipii,,,"""[]""","""[]""",KNApSAcK
16420,Palicourea kirkbrideae,,,"""[]""","""[]""",KNApSAcK
16421,Palicourea kuhlmannii,,,"""[]""","""[]""",KNApSAcK
16422,Palicourea lachnantha,,,"""[]""","""[]""",KNApSAcK
16423,Palicourea laevigata,,,"""[]""","""[]""",KNApSAcK
16424,Palicourea lancifera,,,"""[]""","""[]""",KNApSAcK
16425,Palicourea lancigera,,,"""[]""","""[]""",KNApSAcK
16426,Palicourea lasiantha,,,"""[]""","""[]""",KNApSAcK
16427,Palicourea lasiorrhachis,,,"""[]""","""[]""",KNApSAcK
16428,Palicourea lasseri,,,"""[]""","""[]""",KNApSAcK
16429,Palicourea latifolia,,,"""[]""","""[]""",KNApSAcK
16430,Palicourea lechleri,,,"""[]""","""[]""",KNApSAcK
16431,Palicourea lehmannii,,,"""[]""","""[]""",KNApSAcK
16432,Palicourea leiantha,,,"""[]""","""[]""",KNApSAcK
16433,Palicourea lemoniana,,,"""[]""","""[]""",KNApSAcK
16434,Palicourea leucantha,,,"""[]""","""[]""",KNApSAcK
16435,Palicourea leuconeura,,,"""[]""","""[]""",KNApSAcK
16436,Palicourea levis,,,"""[]""","""[]""",KNApSAcK
16437,Palicourea lewisiorum,,,"""[]""","""[]""",KNApSAcK
16438,Palicourea libana,,,"""[]""","""[]""",KNApSAcK
16439,Palicourea lineariflora,,,"""[]""","""[]""",KNApSAcK
16440,Palicourea lineata,,,"""[]""","""[]""",KNApSAcK
16441,Palicourea liogieri,,,"""[]""","""[]""",KNApSAcK
16442,Palicourea lobbii,,,"""[]""","""[]""",KNApSAcK
16443,Palicourea locuples,,,"""[]""","""[]""",KNApSAcK
16444,Palicourea longicuspis,,,"""[]""","""[]""",KNApSAcK
16445,Palicourea longiflora,,,"""[]""","""[]""",KNApSAcK
16446,Palicourea longifolia,,,"""[]""","""[]""",KNApSAcK
16447,Palicourea longiinvolucrata,,,"""[]""","""[]""",KNApSAcK
16448,Palicourea longipedunculata,,,"""[]""","""[]""",KNApSAcK
16449,Palicourea longirostris,,,"""[]""","""[]""",KNApSAcK
16450,Palicourea longistipula,,,"""[]""","""[]""",KNApSAcK
16451,Palicourea longistipulata,,,"""[]""","""[]""",KNApSAcK
16452,Palicourea longistipulata subsp. chrysorrhachis,,,"""[]""","""[]""",KNApSAcK
16453,Palicourea longistipulata subsp. longistipulata,,,"""[]""","""[]""",KNApSAcK
16454,Palicourea lopeziana,,,"""[]""","""[]""",KNApSAcK
16455,Palicourea lourteigiana,,,"""[]""","""[]""",KNApSAcK
16456,Palicourea loxensis,,,"""[]""","""[]""",KNApSAcK
16457,Palicourea lozadae,,,"""[]""","""[]""",KNApSAcK
16458,Palicourea lozanoana,,,"""[]""","""[]""",KNApSAcK
16459,Palicourea lucidula,,,"""[]""","""[]""",KNApSAcK
16460,Palicourea lugoana,,,"""[]""","""[]""",KNApSAcK
