,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,try_Snippet,Sources
3086,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Leaf hairiness: marginal:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3087,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Stem hairy:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3088,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Stem pubescent:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3089,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Leaf hairiness:midrib/veins and marginal,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3090,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Stem hairy:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3091,134103-2,Kummerowia striata,Kummerowia striata,134103-2,Species,,Stem pubescent:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3092,685094-1,Plantago depressa,Plantago depressa,685094-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3093,685094-1,Plantago depressa,Plantago depressa,685094-1,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3094,728086-1,Potentilla flagellaris,Potentilla flagellaris,728086-1,Species,,Stem pubescent:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3095,728086-1,Potentilla flagellaris,Potentilla flagellaris,728086-1,Species,,Stem pubescent:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3096,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3097,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3098,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf hairiness: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3099,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf hairiness: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3100,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3101,260893-1,Xanthium strumarium,Xanthium strumarium,260893-1,Species,,Leaf hairiness:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3102,163828-1,Atriplex gmelinii,Atriplex gmelinii,163828-1,Species,,Pruinose: below:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3103,163828-1,Atriplex gmelinii,Atriplex gmelinii,163828-1,Species,,Leaf pruinose:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3104,77121014-1,Oxybasis glauca,Oxybasis glauca,77121014-1,Species,,Pruinose: below:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3105,77121014-1,Oxybasis glauca,Oxybasis glauca,77121014-1,Species,,Leaf pruinose:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3106,372438-1,Erodium stephanianum,Erodium stephanianum,372438-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3107,372438-1,Erodium stephanianum,Erodium stephanianum,372438-1,Species,,Stem pubescent:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3108,372438-1,Erodium stephanianum,Erodium stephanianum,372438-1,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3109,372438-1,Erodium stephanianum,Erodium stephanianum,372438-1,Species,,Stem pubescent:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3112,121145-1,Tournefortia sibirica,Tournefortia sibirica,121145-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3113,121145-1,Tournefortia sibirica,Tournefortia sibirica,121145-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3114,121145-1,Tournefortia sibirica,Tournefortia sibirica,121145-1,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3115,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3116,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Leaf hairiness: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3117,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Leaf hairiness: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3118,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Stem hairy:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3119,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3120,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Leaf hairiness:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3121,519217-1,Sphaerophysa salsula,Sphaerophysa salsula,519217-1,Species,,Stem hairy:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3122,302292-2,Artemisia frigida,Artemisia frigida,302292-2,Species,,Stem pubescent:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3123,302292-2,Artemisia frigida,Artemisia frigida,302292-2,Species,,Stem pubescent:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3137,396422-1,Cleistogenes squarrosa,Cleistogenes squarrosa,396422-1,Species,,Stem hairy:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3138,396422-1,Cleistogenes squarrosa,Cleistogenes squarrosa,396422-1,Species,,Stem hairy:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3147,272202-2,Antennaria rosea subsp. confinis,Antennaria rosea,272200-2,Subspecies,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3148,272202-2,Antennaria rosea subsp. confinis,Antennaria rosea,272200-2,Subspecies,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3149,272202-2,Antennaria rosea subsp. confinis,Antennaria rosea,272200-2,Subspecies,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3150,859463-1,Patrinia rupestris,Patrinia rupestris,859463-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3151,859463-1,Patrinia rupestris,Patrinia rupestris,859463-1,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3152,164749-1,Chenopodium acuminatum,Chenopodium acuminatum,164749-1,Species,,Pruinose: below:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3153,164749-1,Chenopodium acuminatum,Chenopodium acuminatum,164749-1,Species,,Leaf pruinose:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3157,1113636-2,Teloxys aristata,Teloxys aristata,1113636-2,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3158,1113636-2,Teloxys aristata,Teloxys aristata,1113636-2,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3159,1113636-2,Teloxys aristata,Teloxys aristata,1113636-2,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3162,1104599-2,Eragrostis cilianensis,Eragrostis cilianensis,1104599-2,Species,,Leaf with basal hairs:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3163,1104599-2,Eragrostis cilianensis,Eragrostis cilianensis,1104599-2,Species,,Leaf hairiness:basal,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3164,777696-1,Salix gordejevii,Salix gordejevii,777696-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3165,777696-1,Salix gordejevii,Salix gordejevii,777696-1,Species,,Leaf pubescence:adaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3166,307757-2,Salsola tragus,Salsola tragus,307757-2,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3167,307757-2,Salsola tragus,Salsola tragus,307757-2,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3168,307757-2,Salsola tragus,Salsola tragus,307757-2,Species,,Stem pubescent:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3169,307757-2,Salsola tragus,Salsola tragus,307757-2,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3170,307757-2,Salsola tragus,Salsola tragus,307757-2,Species,,Stem pubescent:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3171,113462-1,Arnebia guttata,Arnebia guttata,113462-1,Species,,Leaf hairiness: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3172,113462-1,Arnebia guttata,Arnebia guttata,113462-1,Species,,Leaf hairiness: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3173,113462-1,Arnebia guttata,Arnebia guttata,113462-1,Species,,Leaf hairiness: marginal:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3174,113462-1,Arnebia guttata,Arnebia guttata,113462-1,Species,,Leaf hairiness:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3176,372701-1,Geranium affine,Geranium affine,372701-1,Species,,Stem hairy:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3177,372701-1,Geranium affine,Geranium affine,372701-1,Species,,Lair hairiness: midrib/veins:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3179,372701-1,Geranium affine,Geranium affine,372701-1,Species,,Stem hairy:yes,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3180,372701-1,Geranium affine,Geranium affine,372701-1,Species,,Leaf hairiness:midrib/veins,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3182,209100-2,Potentilla conferta,Potentilla conferta,209100-2,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3183,209100-2,Potentilla conferta,Potentilla conferta,209100-2,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3184,77110317-1,Grubovia dasyphylla,Grubovia dasyphylla,77110317-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3185,77110317-1,Grubovia dasyphylla,Grubovia dasyphylla,77110317-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3186,77110317-1,Grubovia dasyphylla,Grubovia dasyphylla,77110317-1,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3187,102983-1,Vincetoxicum sibiricum,Vincetoxicum sibiricum,102983-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3188,686662-1,Limonium bicolor,Limonium bicolor,686662-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3189,686662-1,Limonium bicolor,Limonium bicolor,686662-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3190,686662-1,Limonium bicolor,Limonium bicolor,686662-1,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3193,727563-1,Potentilla acaulis,Potentilla acaulis,727563-1,Species,,Leaf pubescent: top:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3194,727563-1,Potentilla acaulis,Potentilla acaulis,727563-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3195,727563-1,Potentilla acaulis,Potentilla acaulis,727563-1,Species,,Leaf pubescence:adaxial and abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3199,20012673-1,Sibbaldianthe bifurca,Sibbaldianthe bifurca,20012673-1,Species,,Leaf pubescent: bottom:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3200,20012673-1,Sibbaldianthe bifurca,Sibbaldianthe bifurca,20012673-1,Species,,Leaf pubescence:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
3203,55993-2,Chenopodium album,Chenopodium album,55993-2,Species,,Pruinose: below:yes,":TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)"
3204,55993-2,Chenopodium album,Chenopodium album,55993-2,Species,,Leaf pruinose:abaxial,":TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)"
